"[0.010030746459960938, 0.0006809234619140625]"
"[0.010291099548339844, 0.0008904933929443359]"
"[0.010039091110229492, 0.0011355876922607422]"
"[0.010443925857543945, 0.0007355213165283203]"
"[0.012408971786499023, 0.0013608932495117188]"
"[0.010595560073852539, 0.0013203620910644531]"
"[0.012553930282592773, 0.0015926361083984375]"
"[0.010083913803100586, 0.0009098052978515625]"
"[0.011513948440551758, 0.0013916492462158203]"
"[0.01035451889038086, 0.002414226531982422]"
"[0.012840509414672852, 0.0011780261993408203]"
"[0.010139942169189453, 0.0010552406311035156]"
"[0.010158777236938477, 0.0006670951843261719]"
"[0.010378599166870117, 0.0008854866027832031]"
"[0.010913848876953125, 0.0012736320495605469]"
"[0.010498046875, 0.0007395744323730469]"
"[0.010730266571044922, 0.001226663589477539]"
"[0.014386177062988281, 0.0007715225219726562]"
"[0.016386985778808594, 0.000812530517578125]"
"[0.014900922775268555, 0.0008077621459960938]"
"[0.016581058502197266, 0.0012042522430419922]"
"[0.010617256164550781, 0.0018947124481201172]"
"[0.010038137435913086, 0.0007107257843017578]"
"[0.010514259338378906, 0.0021677017211914062]"
"[0.011440038681030273, 0.0012364387512207031]"
"[0.010273218154907227, 0.0010025501251220703]"
"[0.010925054550170898, 0.001314401626586914]"
"[0.010343313217163086, 0.0021314620971679688]"
"[0.010956048965454102, 0.0013546943664550781]"
"[0.010412216186523438, 0.0007195472717285156]"
"[0.01183176040649414, 0.0009489059448242188]"
"[0.011002063751220703, 0.0007584095001220703]"
"[0.010379791259765625, 0.0009725093841552734]"
"[0.01056218147277832, 0.0010154247283935547]"
"[0.011179208755493164, 0.0015230178833007812]"
"[0.010558128356933594, 0.0008268356323242188]"
"[0.010359764099121094, 0.0007634162902832031]"
"[0.011070728302001953, 0.0012726783752441406]"
"[0.011907100677490234, 0.0007462501525878906]"
"[0.01003265380859375, 0.0019154548645019531]"
"[0.01121830940246582, 0.0019788742065429688]"
"[0.010292530059814453, 0.0009477138519287109]"
"[0.012825489044189453, 0.0007946491241455078]"
"[0.010175704956054688, 0.0007543563842773438]"
"[0.0106964111328125, 0.0006926059722900391]"
"[0.010136842727661133, 0.0008497238159179688]"
"[0.011647224426269531, 0.0015001296997070312]"
"[0.01021718978881836, 0.00079345703125]"
"[0.010285615921020508, 0.0006735324859619141]"
"[0.010610818862915039, 0.0007851123809814453]"
"[0.010960578918457031, 0.0023767948150634766]"
"[0.010254621505737305, 0.0007402896881103516]"
"[0.010457992553710938, 0.0007131099700927734]"
"[0.010645389556884766, 0.0014495849609375]"
"[0.012090444564819336, 0.0008022785186767578]"
"[0.010182380676269531, 0.0011296272277832031]"
"[0.010797500610351562, 0.0012013912200927734]"
"[0.010382413864135742, 0.0009360313415527344]"
"[0.012772560119628906, 0.001772165298461914]"
"[0.01016998291015625, 0.001007080078125]"
"[0.010289192199707031, 0.0006718635559082031]"
"[0.010159730911254883, 0.0021173954010009766]"
"[0.011640071868896484, 0.0021309852600097656]"
"[0.010196208953857422, 0.002111196517944336]"
"[0.010126352310180664, 0.0010118484497070312]"
"[0.011189460754394531, 0.0007944107055664062]"
"[0.01202249526977539, 0.0071027278900146484]"
"[0.010343074798583984, 0.0009539127349853516]"
"[0.010658025741577148, 0.001245737075805664]"
"[0.010225772857666016, 0.0007991790771484375]"
"[0.010384559631347656, 0.000881195068359375]"
"[0.010525226593017578, 0.0007293224334716797]"
"[0.010866403579711914, 0.0008008480072021484]"
"[0.011123180389404297, 0.001203775405883789]"
"[0.010409832000732422, 0.0009288787841796875]"
"[0.010247945785522461, 0.0007369518280029297]"
"[0.010282278060913086, 0.0009541511535644531]"
"[0.010197162628173828, 0.0007650852203369141]"
"[0.010871410369873047, 0.0010905265808105469]"
"[0.010503768920898438, 0.0007793903350830078]"
"[0.012453079223632812, 0.0009198188781738281]"
"[0.010725259780883789, 0.0011715888977050781]"
"[0.0121307373046875, 0.0008697509765625]"
"[0.01037740707397461, 0.0007729530334472656]"
"[0.010492801666259766, 0.0010368824005126953]"
"[0.010730981826782227, 0.001154184341430664]"
"[0.0113525390625, 0.0020074844360351562]"
"[0.01003265380859375, 0.0007495880126953125]"
"[0.01036214828491211, 0.0006792545318603516]"
"[0.010190725326538086, 0.0008823871612548828]"
"[0.010184764862060547, 0.0010292530059814453]"
"[0.010702848434448242, 0.0008046627044677734]"
"[0.011177778244018555, 0.001270294189453125]"
"[0.010272502899169922, 0.0008423328399658203]"
"[0.01043248176574707, 0.0006740093231201172]"
"[0.011439323425292969, 0.0018701553344726562]"
"[0.011524677276611328, 0.0008513927459716797]"
"[0.010370016098022461, 0.002164125442504883]"
"[0.010747194290161133, 0.0018818378448486328]"
"[0.010344505310058594, 0.0008993148803710938]"
"[0.01099538803100586, 0.005040645599365234]"
"[0.010240793228149414, 0.0007979869842529297]"
"[0.010603904724121094, 0.001369476318359375]"
"[0.010015010833740234, 0.0007724761962890625]"
"[0.010343074798583984, 0.0007290840148925781]"
"[0.011312484741210938, 0.0012896060943603516]"
"[0.010907888412475586, 0.004298686981201172]"
"[0.01061391830444336, 0.0007414817810058594]"
"[0.010407686233520508, 0.0011425018310546875]"
"[0.010349512100219727, 0.0007615089416503906]"
"[0.010472297668457031, 0.0010194778442382812]"
"[0.010281562805175781, 0.000858306884765625]"
"[0.010384559631347656, 0.0006618499755859375]"
"[0.010734319686889648, 0.0008490085601806641]"
"[0.01120758056640625, 0.0016846656799316406]"
"[0.019338369369506836, 0.0025582313537597656]"
"[0.015495061874389648, 0.004615068435668945]"
"[0.01311182975769043, 0.0010514259338378906]"
"[0.011814355850219727, 0.002537250518798828]"
"[0.010715961456298828, 0.0009927749633789062]"
"[0.010853052139282227, 0.0007805824279785156]"
"[0.011201620101928711, 0.001096487045288086]"
"[0.011792659759521484, 0.0008959770202636719]"
"[0.010047197341918945, 0.0013742446899414062]"
"[0.010417938232421875, 0.0006983280181884766]"
"[0.011141300201416016, 0.0020830631256103516]"
"[0.014027118682861328, 0.0008094310760498047]"
"[0.015476465225219727, 0.001203775405883789]"
"[0.017050981521606445, 0.0016429424285888672]"
"[0.017180442810058594, 0.0010371208190917969]"
"[0.016885995864868164, 0.0028357505798339844]"
"[0.020279407501220703, 0.0029611587524414062]"
"[0.020212888717651367, 0.0021903514862060547]"
"[0.01256108283996582, 0.002213001251220703]"
"[0.011632204055786133, 0.001161813735961914]"
"[0.010652780532836914, 0.001226186752319336]"
"[0.011907100677490234, 0.002428293228149414]"
"[0.012533426284790039, 0.0010879039764404297]"
"[0.013936996459960938, 0.002404451370239258]"
"[0.01745438575744629, 0.0015194416046142578]"
"[0.015285730361938477, 0.0017993450164794922]"
"[0.014913558959960938, 0.001589059829711914]"
"[0.014839887619018555, 0.002173900604248047]"
"[0.01525735855102539, 0.0014884471893310547]"
"[0.014188051223754883, 0.0013918876647949219]"
"[0.010540962219238281, 0.0007791519165039062]"
"[0.010532855987548828, 0.0007193088531494141]"
"[0.010625839233398438, 0.0007948875427246094]"
"[0.010066747665405273, 0.0009515285491943359]"
"[0.010198354721069336, 0.0007686614990234375]"
"[0.010185718536376953, 0.0007839202880859375]"
"[0.010667085647583008, 0.0008144378662109375]"
"[0.010269880294799805, 0.0006906986236572266]"
"[0.010361194610595703, 0.0008625984191894531]"
"[0.010199785232543945, 0.0013992786407470703]"
