"[[ 1.27458545e+00  2.28119679e-02 -2.16107149e+02]
 [ 7.18662368e-02  1.14393200e+00  1.05741232e+00]
 [ 4.79185366e-04 -6.24817593e-05  1.00000000e+00]]"
"[[ 1.31127168e+00  2.01414776e-02 -2.23844912e+02]
 [ 9.26129760e-02  1.16427174e+00 -6.07856232e+00]
 [ 5.49453901e-04 -7.78699230e-05  1.00000000e+00]]"
"[[ 1.28902535e+00  1.72317816e-03 -2.14195609e+02]
 [ 9.19605203e-02  1.11646666e+00  2.72909314e+00]
 [ 5.47999168e-04 -1.37248351e-04  1.00000000e+00]]"
"[[ 1.29001889e+00  2.01153700e-02 -2.19206607e+02]
 [ 8.15053408e-02  1.15003176e+00 -1.89264947e+00]
 [ 5.09984859e-04 -7.38168629e-05  1.00000000e+00]]"
"[[ 1.26945792e+00 -2.02951926e-03 -2.09767509e+02]
 [ 8.40607269e-02  1.09009155e+00  7.85161656e+00]
 [ 5.21998877e-04 -1.64319215e-04  1.00000000e+00]]"
"[[ 1.29654322e+00  9.75192054e-04 -2.15176301e+02]
 [ 9.39816116e-02  1.12888068e+00  4.50821649e-01]
 [ 5.56417978e-04 -1.25833215e-04  1.00000000e+00]]"
"[[ 1.29495856e+00  1.28407020e-02 -2.17966205e+02]
 [ 8.70344394e-02  1.15046052e+00 -3.12398966e+00]
 [ 5.27856273e-04 -8.54646280e-05  1.00000000e+00]]"
"[[ 1.33291041e+00  2.71249479e-02 -2.30108693e+02]
 [ 9.42351870e-02  1.18752767e+00 -7.91963106e+00]
 [ 5.69226157e-04 -4.42573826e-05  1.00000000e+00]]"
"[[ 1.29222077e+00  1.54259463e-02 -2.18188484e+02]
 [ 8.36670290e-02  1.15270999e+00 -3.12250142e+00]
 [ 5.19501209e-04 -8.11673365e-05  1.00000000e+00]]"
"[[ 1.27995750e+00  1.75810060e-02 -2.16087209e+02]
 [ 7.36025594e-02  1.14357394e+00  8.19761014e-01]
 [ 4.93746273e-04 -7.62165040e-05  1.00000000e+00]]"
"[[ 1.24594344e+00 -8.80311517e-03 -2.03068918e+02]
 [ 7.65531274e-02  1.05985126e+00  1.42177746e+01]
 [ 4.98069385e-04 -1.92867055e-04  1.00000000e+00]]"
"[[ 1.26506231e+00 -1.57660087e-03 -2.09251599e+02]
 [ 8.68779724e-02  1.07940747e+00  9.01067291e+00]
 [ 5.22605578e-04 -1.76897368e-04  1.00000000e+00]]"
"[[ 1.33572495e+00  2.78080462e-02 -2.31442410e+02]
 [ 9.46471477e-02  1.18670514e+00 -7.95381974e+00]
 [ 5.69815603e-04 -4.81768161e-05  1.00000000e+00]]"
"[[ 1.24458521e+00 -5.71614274e-03 -2.02900703e+02]
 [ 7.42125046e-02  1.07419743e+00  1.18613174e+01]
 [ 4.85776817e-04 -1.69081718e-04  1.00000000e+00]]"
"[[ 1.30834805e+00  1.98279241e-02 -2.23152705e+02]
 [ 9.04152612e-02  1.16354005e+00 -5.48268058e+00]
 [ 5.40833429e-04 -7.33537575e-05  1.00000000e+00]]"
"[[ 1.27373107e+00  9.55805461e-04 -2.11051280e+02]
 [ 8.60911169e-02  1.10033547e+00  6.21770070e+00]
 [ 5.24576733e-04 -1.46954532e-04  1.00000000e+00]]"
"[[ 1.33865625e+00  7.11796009e-02 -2.46556063e+02]
 [ 1.08796458e-01  1.18056225e+00 -1.19019241e+01]
 [ 5.99056932e-04 -8.49956510e-05  1.00000000e+00]]"
"[[ 1.30279942e+00  2.42496384e-03 -2.17630744e+02]
 [ 9.97512918e-02  1.12613540e+00 -4.77934528e-01]
 [ 5.69894195e-04 -1.38882117e-04  1.00000000e+00]]"
"[[ 1.21728150e+00 -9.54349395e-03 -1.96148662e+02]
 [ 5.98236543e-02  1.05087307e+00  1.78062285e+01]
 [ 4.41018291e-04 -1.78922393e-04  1.00000000e+00]]"
"[[ 1.28679295e+00  2.01479492e-03 -2.14051891e+02]
 [ 9.18513437e-02  1.10874505e+00  4.30891933e+00]
 [ 5.47646404e-04 -1.46124072e-04  1.00000000e+00]]"
"[[ 1.30245108e+00  7.61688540e-03 -2.18063734e+02]
 [ 9.27972447e-02  1.14627429e+00 -2.36721905e+00]
 [ 5.49604848e-04 -9.74813049e-05  1.00000000e+00]]"
"[[ 1.32258306e+00  1.87295260e-02 -2.26124002e+02]
 [ 9.95182399e-02  1.16950132e+00 -8.10565723e+00]
 [ 5.68391480e-04 -8.03581800e-05  1.00000000e+00]]"
"[[ 1.26364229e+00  1.86015002e-02 -2.12827617e+02]
 [ 6.64860294e-02  1.13304994e+00  3.51435263e+00]
 [ 4.65740217e-04 -7.52083256e-05  1.00000000e+00]]"
"[[ 1.23260822e+00 -1.12342497e-02 -1.99160860e+02]
 [ 7.41151110e-02  1.04922420e+00  1.59401117e+01]
 [ 4.82965267e-04 -2.00458483e-04  1.00000000e+00]]"
"[[ 1.26644226e+00 -3.01865028e-03 -2.08495394e+02]
 [ 8.85080861e-02  1.09028626e+00  6.30245031e+00]
 [ 5.21386654e-04 -1.64036542e-04  1.00000000e+00]]"
"[[ 1.44415933e+00  2.84043974e-02 -2.54656949e+02]
 [ 1.61377072e-01  1.25901176e+00 -3.06145098e+01]
 [ 7.66234956e-04 -4.23404693e-05  1.00000000e+00]]"
"[[ 1.32442790e+00  2.20495221e-02 -2.26992440e+02]
 [ 9.80219134e-02  1.17846344e+00 -8.80178559e+00]
 [ 5.65046514e-04 -6.32604356e-05  1.00000000e+00]]"
"[[ 1.29877327e+00  2.07976326e-02 -2.21138427e+02]
 [ 8.79340922e-02  1.15967179e+00 -4.89803437e+00]
 [ 5.27059675e-04 -7.28488517e-05  1.00000000e+00]]"
"[[ 1.29321172e+00  1.99954779e-02 -2.19251382e+02]
 [ 8.24110537e-02  1.15771840e+00 -2.79122905e+00]
 [ 5.18819615e-04 -6.84969810e-05  1.00000000e+00]]"
"[[ 1.30591359e+00  1.83729785e-02 -2.21764348e+02]
 [ 8.61889027e-02  1.16239682e+00 -3.57368445e+00]
 [ 5.34273514e-04 -6.63885248e-05  1.00000000e+00]]"
"[[ 1.27388595e+00  1.76857619e-02 -2.14938024e+02]
 [ 7.34872993e-02  1.13840370e+00  1.42279570e+00]
 [ 4.89053257e-04 -8.28783975e-05  1.00000000e+00]]"
"[[ 1.28560926e+00  3.62583532e-03 -2.14139387e+02]
 [ 9.24118637e-02  1.11225679e+00  3.02539307e+00]
 [ 5.42017585e-04 -1.39421492e-04  1.00000000e+00]]"
"[[ 1.31289409e+00  2.38913807e-02 -2.25325420e+02]
 [ 8.64698613e-02  1.16787148e+00 -4.29322779e+00]
 [ 5.41983309e-04 -6.48117150e-05  1.00000000e+00]]"
"[[ 1.34323280e+00  2.17287397e-02 -2.30884316e+02]
 [ 1.07377475e-01  1.19091502e+00 -1.20172411e+01]
 [ 5.98991870e-04 -6.22503097e-05  1.00000000e+00]]"
"[[ 1.32024834e+00  2.18267594e-02 -2.25867530e+02]
 [ 9.88744751e-02  1.17265459e+00 -8.44995471e+00]
 [ 5.65201036e-04 -7.19444671e-05  1.00000000e+00]]"
"[[ 1.27832031e+00 -3.72211679e-03 -2.11285538e+02]
 [ 9.26674443e-02  1.08737166e+00  7.52910381e+00]
 [ 5.46466283e-04 -1.75252894e-04  1.00000000e+00]]"
"[[ 1.22929990e+00 -1.63423547e-02 -1.97243991e+02]
 [ 7.90914749e-02  1.03637879e+00  1.70289912e+01]
 [ 4.92170701e-04 -2.22413099e-04  1.00000000e+00]]"
"[[ 1.32357809e+00  2.28891188e-02 -2.27132606e+02]
 [ 1.01737965e-01  1.17734284e+00 -1.00649449e+01]
 [ 5.66319949e-04 -6.80619676e-05  1.00000000e+00]]"
"[[ 1.25191534e+00 -3.29275924e-03 -2.04991201e+02]
 [ 7.91569298e-02  1.08212116e+00  9.42960634e+00]
 [ 4.97444401e-04 -1.63632378e-04  1.00000000e+00]]"
"[[ 1.21494557e+00 -8.50642389e-03 -1.96213447e+02]
 [ 6.42407996e-02  1.04004276e+00  1.85212867e+01]
 [ 4.45289858e-04 -1.93453746e-04  1.00000000e+00]]"
"[[ 1.28706365e+00  7.20068961e-04 -2.14272407e+02]
 [ 9.63058848e-02  1.10354021e+00  3.45331898e+00]
 [ 5.54372961e-04 -1.61891078e-04  1.00000000e+00]]"
"[[ 1.32945122e+00  2.29020780e-02 -2.28118616e+02]
 [ 9.97306039e-02  1.18130114e+00 -9.15599986e+00]
 [ 5.73768128e-04 -6.12728052e-05  1.00000000e+00]]"
"[[ 1.27676223e+00 -5.16131461e-03 -2.09728474e+02]
 [ 9.18602790e-02  1.09285240e+00  7.01027773e+00]
 [ 5.40892393e-04 -1.60676908e-04  1.00000000e+00]]"
"[[ 1.29242692e+00  2.30180188e-02 -2.20328981e+02]
 [ 7.63061831e-02  1.15692009e+00 -8.13943080e-01]
 [ 5.04206239e-04 -5.70441924e-05  1.00000000e+00]]"
"[[ 1.30144461e+00  2.27560591e-02 -2.22510472e+02]
